Rank,Logo,Team,MP,W,D,L,GF,GA,GD,Pts,Form,Qualification,Home_wins,Home_draw,Home_lose,Home_goals_for,Home_goals_against,Away_wins,Away_draw,Away_lose,Away_goals_for,Away_goals_against
1,https://media.api-sports.io/football/teams/489.png,AC Milan,38,26,8,4,69,31,38,86,WWWWW,Promotion - Champions League (Group Stage),12,4,3,28,12,14,4,1,41,19
2,https://media.api-sports.io/football/teams/505.png,Inter,38,25,9,4,84,32,52,84,WWWWL,Promotion - Champions League (Group Stage),14,3,2,48,16,11,6,2,36,16
3,https://media.api-sports.io/football/teams/492.png,Napoli,38,24,7,7,74,31,43,79,WWWWL,Promotion - Champions League (Group Stage),11,3,5,37,16,13,4,2,37,15
4,https://media.api-sports.io/football/teams/496.png,Juventus,38,20,10,8,57,37,20,70,LDLWW,Promotion - Champions League (Group Stage),10,5,4,25,14,10,5,4,32,23
5,https://media.api-sports.io/football/teams/487.png,Lazio,38,18,10,10,77,58,19,64,DDWWL,Promotion - Europa League (Group Stage),10,6,3,42,25,8,4,7,35,33
6,https://media.api-sports.io/football/teams/497.png,AS Roma,38,18,9,11,59,43,16,63,WDLDL,Promotion - Europa League (Group Stage),10,6,3,26,16,8,3,8,33,27
7,https://media.api-sports.io/football/teams/502.png,Fiorentina,38,19,5,14,59,51,8,62,WLWLL,Promotion - Europa Conference League (Qualification),13,2,4,38,20,6,3,10,21,31
8,https://media.api-sports.io/football/teams/499.png,Atalanta,38,16,11,11,65,48,17,59,LLWDD,,4,8,7,31,29,12,3,4,34,19
9,https://media.api-sports.io/football/teams/504.png,Verona,38,14,11,13,65,59,6,53,DLLWD,,9,3,7,34,25,5,8,6,31,34
10,https://media.api-sports.io/football/teams/503.png,Torino,38,13,11,14,46,41,5,50,LWLWD,,8,5,6,29,21,5,6,8,17,20
11,https://media.api-sports.io/football/teams/488.png,Sassuolo,38,13,11,14,64,66,-2,50,LWDLL,,6,6,7,27,30,7,5,7,37,36
12,https://media.api-sports.io/football/teams/494.png,Udinese,38,11,14,13,61,58,3,47,WLDLW,,6,7,6,31,29,5,7,7,30,29
13,https://media.api-sports.io/football/teams/500.png,Bologna,38,12,10,16,44,55,-11,46,WLLDW,,8,4,7,25,24,4,6,9,19,31
14,https://media.api-sports.io/football/teams/511.png,Empoli,38,10,11,17,50,70,-20,41,WDLLW,,4,5,10,28,44,6,6,7,22,26
15,https://media.api-sports.io/football/teams/498.png,Sampdoria,38,10,6,22,46,63,-17,36,LWLWD,,6,3,10,29,32,4,3,12,17,31
16,https://media.api-sports.io/football/teams/515.png,Spezia,38,10,6,22,41,71,-30,36,LWLLL,,5,3,11,21,30,5,3,11,20,41
17,https://media.api-sports.io/football/teams/514.png,Salernitana,38,7,10,21,33,78,-45,31,LDDWD,,3,6,10,17,39,4,4,11,16,39
18,https://media.api-sports.io/football/teams/490.png,Cagliari,38,6,12,20,34,68,-34,30,DLDLL,Relegation - Serie B,3,6,10,20,33,3,6,10,14,35
19,https://media.api-sports.io/football/teams/495.png,Genoa,38,4,16,18,27,60,-33,28,LLWLW,Relegation - Serie B,3,8,8,14,25,1,8,10,13,35
20,https://media.api-sports.io/football/teams/517.png,Venezia,38,6,9,23,34,69,-35,27,DDWLL,Relegation - Serie B,3,5,11,21,38,3,4,12,13,31
